time,admin1,tmx,pre,conflicts
1998-09,Nugaal,36.659,0.277,0.0
1998-09,Sanaag,35.574448,0.69666666,0.0
1998-09,Sool,36.695835,0.70583326,0.0
1998-09,Togdheer,35.717003,0.811,0.0
1998-09,Woqooyi Galbeed,36.354,1.173,0.0
1998-10,Awdal,36.8425,1.1324999,0.0
1998-10,Bakool,36.64875,1.4100001,1.0
1998-10,Banadir,34.801,0.6815,1.0
1998-10,Bari,35.799168,0.6429167,0.0
1998-10,Bay,37.170002,0.7942858,0.0
1998-10,Galgaduud,37.332355,0.84411764,0.0
1998-10,Gedo,37.387142,0.28285715,0.0
1998-10,Hiraan,38.11,1.0845455,0.0
1998-10,Lower Juba,35.872944,0.3129412,0.0
1998-10,Lower Shabelle,35.398,0.629,0.0
1998-10,Middle Juba,36.844,0.17,0.0
1998-10,Middle Shabelle,34.204,0.734,0.0
1998-10,Mudug,36.76647,0.99117637,0.0
1998-10,Nugaal,35.625,1.1299999,0.0
1998-10,Sanaag,33.895,0.89666677,0.0
1998-10,Sool,35.493332,1.245,0.0
1998-10,Togdheer,35.045,1.2370001,0.0
1998-10,Woqooyi Galbeed,34.984997,1.12,0.0
1998-11,Awdal,32.3975,0.19,0.0
1998-11,Bakool,35.2075,0.96374995,0.0
1998-11,Banadir,35.4645,0.48250000000000004,0.0
1998-11,Bari,32.26875,0.0075,0.0
1998-11,Bay,37.451424,1.0157144,0.0
1998-11,Galgaduud,35.23706,0.2717647,0.0
1998-11,Gedo,37.715,1.1107142,0.0
1998-11,Hiraan,36.344547,0.47272727,0.0
1998-11,Lower Juba,36.848236,1.377647,0.0
1998-11,Lower Shabelle,36.537,0.661,0.0
1998-11,Middle Juba,37.874,1.034,0.0
1998-11,Middle Shabelle,34.392,0.304,0.0
1998-11,Mudug,34.73941,0.21882354,0.0
1998-11,Nugaal,34.178,0.059000004,0.0
1998-11,Sanaag,31.651669,0.049999997,0.0
1998-11,Sool,34.135834,0.04083333,0.0
1998-11,Togdheer,33.025,0.078,0.0
1998-11,Woqooyi Galbeed,32.271,0.123,0.0
1998-12,Awdal,30.93,0.0275,0.0
1998-12,Bakool,36.717503,0.05375,0.0
1998-12,Banadir,35.95,0.0365,1.0
1998-12,Bari,31.001251,0.0029166667,0.0
1998-12,Bay,38.09714,0.08642857,3.0
1998-12,Galgaduud,35.65,0.0,0.0
1998-12,Gedo,38.282143,0.19285715,0.0
1998-12,Hiraan,37.193638,0.009090909,0.0
1998-12,Lower Juba,37.37706,0.6752941,0.0
1998-12,Lower Shabelle,37.122,0.073,0.0
1998-12,Middle Juba,38.441998,0.20199999,0.0
1998-12,Middle Shabelle,34.778,0.0,0.0
1998-12,Mudug,34.464706,0.0017647059,0.0
1998-12,Nugaal,32.918,0.006,0.0
1998-12,Sanaag,30.713888,0.0055555557,0.0
1998-12,Sool,32.968334,0.0,0.0
1998-12,Togdheer,32.323,0.0,0.0
1998-12,Woqooyi Galbeed,31.058002,0.006,0.0
1999-01,Awdal,30.84,0.265,0.0
1999-01,Bakool,37.01375,0.005,0.0
1999-01,Banadir,36.1719985,0.00049999995,0.0
1999-01,Bari,31.490417,0.00125,1.0
1999-01,Bay,38.795715,0.0071428567,2.0
1999-01,Galgaduud,35.61,0.0,0.0
1999-01,Gedo,38.955715,0.0007142857,2.0
1999-01,Hiraan,37.695457,0.0,0.0
1999-01,Lower Juba,38.21,0.0058823526,0.0
1999-01,Lower Shabelle,37.497997,0.0009999999,0.0
1999-01,Middle Juba,39.135998,0.0,0.0
1999-01,Middle Shabelle,34.846,0.0,0.0
1999-01,Mudug,34.00294,0.00058823527,0.0
1999-01,Nugaal,33.139,0.0009999999,0.0
1999-01,Sanaag,31.215555,0.0,0.0
1999-01,Sool,33.318333,0.0,0.0
1999-01,Togdheer,32.633003,0.0019999999,0.0
1999-01,Woqooyi Galbeed,31.373999,0.045999996,0.0
1999-02,Awdal,32.085,0.35500002,0.0
1999-02,Bakool,37.89125,0.0325,0.0
1999-02,Banadir,36.748001,0.0084999995,2.0
1999-02,Bari,31.87,0.09166667,0.0
1999-02,Bay,40.03714,0.028571429,1.0
1999-02,Galgaduud,36.324707,0.04294118,0.0
1999-02,Gedo,40.577145,0.06642857,0.0
1999-02,Hiraan,38.444546,0.018181818,0.0
1999-02,Lower Juba,38.98118,0.15352942,0.0
1999-02,Lower Shabelle,38.110004,0.016999999,0.0
1999-02,Middle Juba,40.062,0.092,0.0
1999-02,Middle Shabelle,35.385998,0.0,0.0
1999-02,Mudug,34.632946,0.02588235,0.0
1999-02,Nugaal,33.670002,0.051999997,0.0
1999-02,Sanaag,32.550003,0.04388889,0.0
1999-02,Sool,34.270832,0.03333333,0.0
